Unnamed: 0,Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
851,Dijual Cepat Rumah Besar Semi Furnished Sepinggan Pratama Dekat Kolam Renang,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",4.0,4.0,204 m²,250 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,2.0,Ya,Ya,Semi Furnished,2.0,Taman Kota,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
852,hunian bagus serba biru di kawasan rekreasi lamaru,Rp 850 Juta,"Lamaru, Balikpapan",2.0,1.0,170 m²,170 m²,1.0,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
853,hunian  mewahtingkat 2 dekat lapangan golf,"Rp 1,55 Miliar","Balikpapan Selatan, Balikpapan",3.0,3.0,94 m²,50 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
854,hunian mewah dan sudah ada furnished dekat les artha regency,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",4.0,2.0,120 m²,145 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,3 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
855,Dijual Cepat Rumah Luas Tanah 306m2 di Pupuk Tengah Kota Balikpapan,"Rp 2,3 Miliar","Balikpapan Selatan, Balikpapan",4.0,2.0,306 m²,251 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,1.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
856,Dijual Rumah Luas Tanah 530 M2 Di Pupuk Lokasi Tengah Kota,Rp 4 Miliar,"Balikpapan Selatan, Balikpapan",3.0,3.0,530 m²,300 m²,3.0,Rumah,HGB - Hak Guna Bangunan,,,1.0,Ya,Ya,Unfurnished,1.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
857,DI  RUMAH DI KOMPLEK BALIKPAPAN REGENCY + FURNITUR,Rp 975 Juta,"Balikpapan Selatan, Balikpapan",3.0,1.0,120 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
858,Rumah Mewah Balikpapan,"Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",3.0,3.0,160 m²,281 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
859,PERUMAHAN TUMARITIS DEKAT PERUMAHAN GRAND CITY,Rp 680 Juta,"Balikpapan Utara, Balikpapan",2.0,1.0,163 m²,70 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
860,Rumah Siap Pakai Balikpapan,"Rp 2,5 Miliar","Balikpapan Utara, Balikpapan",2.0,1.0,381 m²,350 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
861,BALIKPAPAN RUMAH PERUMAHAN JAMRUD (HM101),"Rp 1,3 Miliar","Damai, Balikpapan",2.0,2.0,120 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,1.0,,Tidak,Tidak,Unfurnished,,Perkotaan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
862,BALIKPAPAN RUMAH PERUMAHAN GRAND CITY HYLAND (HM190),Rp 900 Juta,"Batu Ampar, Balikpapan",2.0,2.0,72 m²,46 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
863,BALIKPAPAN PERUMAHAN GRAND CITY FOREST VIILL (HM178),"Rp 3,6 Miliar","Balikpapan Utara, Balikpapan",3.0,3.0,220 m²,191 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
864,Di Jual Rumah di gn.Belah.Balikpapan,Rp 600 Juta,"Balikpapan Tengah, Balikpapan",,,106 m²,42 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
865,Rumah Tinggal dan Rumah Kost jalan Mt.Haryono,Rp 3 Miliar,"Balikpapan Kota, Balikpapan",,,378 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
866,DIJUAL RUMAH PUPUK BARAT BALIKPAPAN KOTA,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",4.0,2.0,96 m²,105 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
867,BALIKPAPAN RUMAH TENGAH KOTA HALAMAN LUAS (HM152),"Rp 2,5 Miliar","Gn. Samarinda, Balikpapan",4.0,2.0,400 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
868,BALIKPAPAN RUMAH DI PERUMAHAN SEPINGGAN PRATAMA CLUSTER PERMATA GADING ( HM141),"Rp 1,25 Miliar","Batu Ampar, Balikpapan",4.0,2.0,90 m²,148 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Ya,Ya,Unfurnished,,Perkotaan,Tidak,3 Mobil,,Tidak,Bagus,Dijual
869,BALIKPAPAN RUMAH DIPINGGIR JALAN UTAMA DENGAN TANAH LUAS (HM150),Rp 6 Miliar,"Balikpapan Kota, Balikpapan",2.0,3.0,561 m²,400 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,Perkotaan,Tidak,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
870,RUMAH DI  PINGGIR JALAN RAYA UTAMA STRATEGIS COCOK UNTUK USAHA,"Rp 4,2 Miliar","Balikpapan Tengah, Balikpapan",4.0,3.0,373 m²,252 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,4 Mobil,,Tidak,Bagus,Dijual
871,DIJUAL RUMAH TANAHNYA LUAS 954 m² DI JALAN INDRAKILA BALIKPAPAN,Rp 3 Miliar,"Balikpapan Utara, Balikpapan",4.0,2.0,954 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
872,DISKON HARGA CITRA BUKIT INDAH ROSE AVENUE BY CIPUTRA,"Rp 3,8 Miliar","Gunung Bahagia, Balikpapan",4.0,4.0,356 m²,199 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
873,RUMAH DITENGAH KOTA,Rp 490 Juta,"Karang Rejo, Balikpapan",3.0,2.0,201 m²,201 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
874,RUMAH PERMANEN  DI BALIKPAPAN BARAT,Rp 650 Juta,"Kariangau, Balikpapan",2.0,1.0,156 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
875,RUMAH MEWAH FULL FURNISHED DI PUSAT KOTA,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",4.0,3.0,165 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
876,RUMAH KONTRAKAN 4 PINTU DI BATAKAN MAS,"Rp 1,2 Miliar","Manggar, Balikpapan",8.0,4.0,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
877,"RUMAH CANTIK MINIMALIS,DIPUSAT KOTA",Rp 900 Juta,"Balikpapan Selatan, Balikpapan",3.0,1.0,147 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Ya,Ya,Semi Furnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
878,RUMAH DIPUSAT KOTA BALIKPAPAN,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,248 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Ya,Tidak,,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
879,RUMAH DAN TANAH PINGGIR JALAN RAYA MT.HARYONO DALAM,Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",8.0,3.0,619 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Ya,Ya,,2.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Ya,,Dijual
880,RUMAH CANTIK SIAP HUNI DALAM KLUSTER,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",2.0,2.0,216 m²,90 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,,,Pemukiman Warga,Ya,2 Mobil,,Ya,Bagus,Dijual
881,PERUMAHAN MEWAH DAN NYAMAN DAUN VILLAGE TYPE PEAR 2LT,"Rp 2,12 Miliar","Balikpapan Utara, Balikpapan",4.0,4.0,190 m²,146 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
882,CLUSTER HAYFIELD GRAND CITY BALIKPAPAN,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",3.0,3.0,155 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
883,RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2 LT,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",3.0,3.0,105 m²,88 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
884,RUMAH CLUSTER SINAR MAS GRAND CITY NORD VILLE 2LT,"Rp 2,3 Miliar","Balikpapan Utara, Balikpapan",3.0,4.0,128 m²,117 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
885,RUMAH CLUSTER NORD VILLE SINAR MAS GRAND CITY 2 LT,"Rp 3,5 Miliar","Balikpapan Utara, Balikpapan",5.0,5.0,200 m²,172 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
886,RUMAH MURAH DI PERUMAHAN ELIT,"Rp 1,05 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
887,DAUN VILLAGE TYPE MULBERRY,Rp 725 Juta,"Balikpapan Utara, Balikpapan",2.0,1.0,84 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
888,RUMAH KANTOR 2LT DITENGAH KOTA STRATEGIS HARGA MURAH,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",8.0,6.0,429 m²,429 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
889,STRATEGIS TEMPAT USAHA DI PINGGIR JALAN BALIKPAPAN,Rp 500 Juta,"Balikpapan Tengah, Balikpapan",2.0,1.0,87 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
890,PERUMAHAN CITRA CITY LANDMARK TYPE ALODIA 2 LT,"Rp 1,72 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,72 m²,74 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
891,"RUMAH  2LT DI  PERUMAHAN BORNEO PARADISO,BALIKPAPAN","Rp 1,2 Miliar","Balikpapan Timur, Balikpapan",3.0,2.0,120 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
892,KOMPLEK PERUM PONDOK BUKIT LESTARI BALIKPAPAN,Rp 200 Juta,"Balikpapan Selatan, Balikpapan",2.0,1.0,190 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
893,RUMAH DEKAT PERUMAHAN BALIKPAPAN BARU,Rp 950 Juta,"Balikpapan Tengah, Balikpapan",3.0,2.0,180 m²,120 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
894,RUMAH DI DAERAH KARIANGAU DEKAT PELABUHAN PETI KEMAS,Rp 600 Juta,"Balikpapan Utara, Balikpapan",2.0,1.0,156 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
895,DAUN VILLAGE NEW LYCHEE 2 LANTAI,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",4.0,3.0,240 m²,116 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
896,RUMAH MURAH DI PERUMAHAN PESONA KHATULISTIWA,Rp 620 Juta,"Balikpapan Tengah, Balikpapan",3.0,1.0,78 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,5500 Watt,,,,,,,,,,,,,Dijual
897,RUMAH TINGGAL DI  KOTA BALIKPAPAN,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",2.0,2.0,200 m²,77 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
898,RUMAH TINGGAL 2LT DI TENGAH KOTA DI BALIKPAPAN,Rp 675 Juta,"Balikpapan Tengah, Balikpapan",5.0,2.0,157 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
899,RUMAH MEWAH DAUN VILLAGE MENGEDEPANKAN KEMEWAHAN,Rp 895 Juta,"Balikpapan Selatan, Balikpapan",2.0,1.0,98 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
900,RUMAH DEKAT MALL DIKAWASAN PUPUK BARAT,"Rp 4,5 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,440 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1.0,,,,,,,,,,,,Dijual
901,RUMAH MURAH TENGAH KOTA PERUMAHAN PESONA KHATULISTIWA,Rp 580 Juta,"Sumber Rejo, Balikpapan",2.0,1.0,72 m²,36 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
902,RUMAH CITRA BUKIT INDAH WATER FRONT,"Rp 1,6 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,135 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
903,PERUMAHAN THE PEAK RESIDENCE DI KAWASAN TIMUR,Rp 527 Juta,"Manggar, Balikpapan",2.0,1.0,90 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
904,RUMAH DI JALAN MULAWARMAN 2 LANTAI,Rp 980 Juta,"Balikpapan Selatan, Balikpapan",3.0,1.0,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
905,RUMAH MURAH DI HOOK SEPINGGAN ASRI,Rp 875 Juta,"Balikpapan Selatan, Balikpapan",4.0,2.0,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
906,BALIKPAPAN REGENCY CLUSTER VALENCIA,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",2.0,2.0,90 m²,54 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
907,PERUMAHAN CITRA CITY TYPE ODILIA,"Rp 2,25 Miliar","Balikpapan Selatan, Balikpapan",3.0,1.0,105 m²,92 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
908,RUMAH DI JL RIKO KAMPUNG BARU,"Rp 1,75 Miliar","Baru Tengah, Balikpapan",2.0,2.0,307 m²,307 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
909,RUMAH MODERN 2 MENIT DARI STT MIGAS KM 8,Rp 726 Juta,"Balikpapan Utara, Balikpapan",2.0,2.0,157 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
910,RUMAH MURAH 2 LT   DI PERUMAHAN PESONA KHATULISTIWA,Rp 983 Juta,"Balikpapan Tengah, Balikpapan",3.0,3.0,108 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
911,HUNIAN RUMAH YANG NYAMAN DAN DI DAERAH STRATEGIS,Rp 850 Juta,"Balikpapan Utara, Balikpapan",2.0,2.0,184 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
912,RUMAH HUNIAN NYAMAN DI HOOK PERUM SEPINGGAN PRATAMA,"Rp 2,27 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,220 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
914,HUNIAN NYAMAN DISEPINGGAN PRATAMA,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,220 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
915,Rumah 1 Lantai dekat perkantoran dan perumahan,Rp 875 Juta,"Sepinggan, Balikpapan",3.0,2.0,180 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Sudah Renovasi,Dijual
916,216 Balikpapan Taman Sari Bukit Mutiara Wika Rumah Cantik Siap Huni,"Rp 2,65 Miliar","Balikpapan Selatan, Balikpapan",3.0,2.0,292 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
917,128 Balikpapan Baru Rumah Mewah Full Furnished Area Dekat Pusat Kuliner,"Rp 2,8 Miliar","Balikpapan Baru, Balikpapan",5.0,4.0,200 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,2.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
918,RUMAH TENGAH KOTA,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",3.0,1.0,147 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
919,DI JUAL CEPAT RUMAH SHM DI KAWASAN PERUMAHAN GRAND CITY,"Rp 1,28 Miliar","Balikpapan Utara, Balikpapan",2.0,2.0,108 m²,61 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
920,DI JUAL RUMAH ASRI DI KAWASAN PERUMAHAN PONDOK KARYA AGUNG,"Rp 1,35 Miliar","Balikpapan Selatan, Balikpapan",4.0,3.0,287 m²,184 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
921,RUMAH DUA LANTAI DI KAWASAN PERUMAHAN BALIKPAPAN BARU,"Rp 2,6 Miliar","Damai, Balikpapan",3.0,120.0,261 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
922,RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 3,85 Miliar","Balikpapan Selatan, Balikpapan",4.0,4.0,244 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,,,,,,,,,,,,Dijual
923,RUMAH ELIT DI PERUMAHAN BUKIT CITRA INDAH,"Rp 4,95 Miliar","Balikpapan Selatan, Balikpapan",4.0,4.0,412 m²,340 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,,,,,,,,,,,,Dijual
924,DUA RUMAH DENGAN HARGA MURAH FULL FURNITURE DI PERUMAHAN VILA DAMAI,"Rp 1,6 Miliar","Balikpapan Tengah, Balikpapan",5.0,4.0,193 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
925,BALIKPAPAN BARU,"Rp 1,25 Miliar","Damai, Balikpapan",3.0,2.0,120 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
926,RUMAH MURAH DI PERUMAHAN SEPINGGAN,Rp 600 Juta,"Sepinggan, Balikpapan",2.0,1.0,400 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
927,RUMAH MURAH DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,05 Miliar","Damai, Balikpapan",2.0,1.0,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
928,RUMAH BARU CANTIK DI KAWASAN TRIBUN KALTIM,Rp 775 Juta,"Balikpapan Utara, Balikpapan",3.0,2.0,72 m²,65 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
929,RUMAH MINIMALIS DI PERUMAHAN GRAND CITY,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",3.0,2.0,126 m²,79 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
930,RUMAH KOS DI AREA MILONO,"Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",12.0,13.0,400 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
931,RUMAH MINIMALIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 1,8 Miliar","Balikpapan Baru, Balikpapan",4.0,2.0,156 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
932,RUMAH DI / CEPAT DI PERUMAHAN SIAGA,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",4.0,3.0,150 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
933,RUMAH KOS DI KAWASAN MARTADINATA,"Rp 2,3 Miliar","Balikpapan Tengah, Balikpapan",17.0,8.0,469 m²,469 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
934,RUMAH MURAH DI CALADIUM RESIDEN,Rp 550 Juta,"Gn. Samarinda, Balikpapan",2.0,1.0,91 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
935,RUMAH MURAH DENGAN HARGA TERJANGKAU DI  PERUMAHAN INDRAKILA,Rp 700 Juta,"Gn. Samarinda, Balikpapan",3.0,2.0,91 m²,80 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
936,RUMAH STRATEGIS BALIKPAPAN BARU,"Rp 4,6 Miliar","Damai, Balikpapan",4.0,3.0,300 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,,,,,,,,,,,Dijual
937,RUMAH STRATEGIS DI PERUMAHAN BALIKPAPAN BARU,"Rp 2,9 Miliar","Damai, Balikpapan",3.0,3.0,300 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
938,RUMAH SULTAN DI BALIKPAPAN BARU,"Rp 4,5 Miliar","Balikpapan Baru, Balikpapan",4.0,3.0,400 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
939,RUMAH STRATEGIS DI PERUMAHAN PUPUK,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",3.0,3.0,231 m²,156 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2.0,,,,,,,,,,,,Dijual
940,RUMAH ELIT TURUN HARGA DI PERUMAHAN BALIKPAPAN BARU,"Rp 2,7 Miliar","Balikpapan Baru, Balikpapan",4.0,3.0,180 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
941,RUMAH MINIMALIS DI PERUMAHAN INDRA KILA,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",4.0,3.0,91 m²,180 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,,,,,,,,,,,,Dijual
942,RUMAH MURAH DI KAWASAN SUMBER REJO,Rp 550 Juta,"Sumber Rejo, Balikpapan",2.0,1.0,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
943,DI JUAL CEPAT RUMAH STRATEGIS SATU LANTAI KAWASAN PERUMAHAN POKA,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",5.0,2.0,404 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
944,RUMAH MINIMALIS DI KAWASAN  RINGROAD,"Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",5.0,4.0,100 m²,75 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
945,Rumah di jalan Mulawarman Lamaru,Rp 400 Juta,"Balikpapan Timur, Balikpapan",,,112 m²,112 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,,1.0,,Tidak,,Sumur Bor,Tidak,Baru,Dijual
946,1087. Dijual rumah murah di Perumahan Balikpapan Baru Kalimantan,"Rp 6,5 Miliar","Balikpapan Baru, Balikpapan",12.0,10.0,719 m²,800 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1.0,Tidak,Tidak,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
947,RUMAH DIPERUMAHAN WIKA,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",3.0,2.0,120 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
